CASEID,PSU,CASENO,CASENUMBER,CATEGORY,EVENTNO,VEHNUM,CLASS1,GAD1,CLASS2,GAD2
16476,33,8,1-33-2020-008-06,6,3,1,14,F,0,0
16477,33,9,1-33-2020-009-05,5,2,1,4,F,0,0
16477,33,9,1-33-2020-009-05,5,3,1,4,B,0,0
16478,13,13,1-13-2020-013-06,6,1,1,2,F,0,0
16479,13,14,1-13-2020-014-03,3,1,1,15,F,4,B
16482,22,11,1-22-2020-011-09,9,1,1,2,F,0,0
16484,66,8,1-66-2020-008-09,9,1,1,20,F,0,0
16487,21,13,1-21-2020-013-04,4,1,1,4,F,60,B
16489,21,15,1-21-2020-015-07,7,1,1,15,F,3,F
16490,22,13,1-22-2020-013-04,4,1,1,3,F,2,R
16490,22,13,1-22-2020-013-04,4,2,1,3,F,0,0
16492,15,11,1-15-2020-011-05,5,1,1,30,F,4,B
16495,30,15,1-30-2020-015-06,6,1,1,1,F,2,F
16496,20,9,1-20-2020-009-04,4,1,1,16,F,15,L
16499,21,16,1-21-2020-016-03,3,1,1,4,B,14,F
16500,32,21,1-32-2020-021-02,2,1,1,4,F,60,L
16502,29,25,1-29-2020-025-10,10,1,1,20,F,31,L
16503,27,10,1-27-2020-010-10,10,1,1,14,F,2,L
16507,12,15,1-12-2020-015-06,6,1,1,14,F,2,B
16510,17,18,1-17-2020-018-04,4,1,1,14,F,30,B
16512,17,20,1-17-2020-020-08,8,2,1,4,F,0,0
16515,10,27,1-10-2020-027-03,3,1,1,3,F,3,B
16516,10,28,1-10-2020-028-04,4,1,1,2,F,4,L
16518,77,22,1-77-2020-022-05,5,1,1,2,F,0,0
16522,24,24,1-24-2020-024-03,3,1,1,4,F,3,B
16523,24,25,1-24-2020-025-04,4,1,1,30,F,4,B
16523,24,25,1-24-2020-025-04,4,2,2,4,F,30,B
16524,24,26,1-24-2020-026-06,6,1,1,4,F,3,B
16785,20,15,1-20-2020-015-05,5,6,1,5,F,0,0
19832,76,87,1-76-2020-087-03,3,4,1,14,T,0,N
19636,21,131,1-21-2020-131-02,2,1,1,14,T,0,N
19652,14,80,1-14-2020-080-01,1,3,1,30,T,0,N
19687,66,79,1-66-2020-079-08,8,1,1,14,T,0,N
19693,76,85,1-76-2020-085-08,8,3,2,15,T,0,N
19701,26,152,1-26-2020-152-02,2,2,1,4,T,0,N
19715,24,170,1-24-2020-170-03,3,2,1,4,T,0,N
19535,15,105,1-15-2020-105-07,7,2,1,14,T,0,N
19550,30,139,1-30-2020-139-03,3,3,1,14,T,0,N
19570,10,166,1-10-2020-166-06,6,2,1,3,T,0,N
16785,20,15,1-20-2020-015-05,5,1,1,5,F,0,0
16785,20,15,1-20-2020-015-05,5,4,1,5,F,0,0
16785,20,15,1-20-2020-015-05,5,5,1,5,F,0,0
16788,77,28,1-77-2020-028-08,8,1,1,14,F,0,0
16788,77,28,1-77-2020-028-08,8,2,1,14,F,0,0
16788,77,28,1-77-2020-028-08,8,4,1,14,B,0,0
16792,10,40,1-10-2020-040-09,9,1,1,4,F,4,B
16792,10,40,1-10-2020-040-09,9,2,1,4,F,14,L
16792,10,40,1-10-2020-040-09,9,3,1,4,F,3,L
16794,10,42,1-10-2020-042-03,3,1,1,4,F,3,B
16799,17,33,1-17-2020-033-07,7,1,1,31,F,0,0
16802,17,36,1-17-2020-036-07,7,1,1,4,F,0,0
16804,11,16,1-11-2020-016-06,6,2,1,20,F,0,0
16804,11,16,1-11-2020-016-06,6,3,1,20,F,0,0
16804,11,16,1-11-2020-016-06,6,1,1,20,F,0,0
16805,11,17,1-11-2020-017-03,3,1,1,2,F,4,L
16808,24,36,1-24-2020-036-08,8,1,1,2,F,0,0
16811,59,5,1-59-2020-005-05,5,1,1,15,F,4,L
16812,59,6,1-59-2020-006-02,2,1,1,4,F,0,0
16813,16,25,1-16-2020-025-10,10,1,1,14,F,4,R
16814,16,26,1-16-2020-026-06,6,1,1,2,F,4,L
16815,16,27,1-16-2020-027-03,3,1,1,14,F,4,B
16815,16,27,1-16-2020-027-03,3,3,2,4,F,14,B
16815,16,27,1-16-2020-027-03,3,2,1,14,F,0,0
19578,17,114,1-17-2020-114-08,8,1,1,14,T,0,N
19613,19,160,1-19-2020-160-09,9,5,1,31,T,0,N
19613,19,160,1-19-2020-160-09,9,6,1,31,T,0,0
19478,30,135,1-30-2020-135-05,5,2,1,14,T,0,N
19484,77,92,1-77-2020-092-02,2,3,2,3,T,0,N
19484,77,92,1-77-2020-092-02,2,4,2,3,T,0,0
19490,54,36,1-54-2020-036-09,9,2,1,30,T,0,N
19497,48,63,1-48-2020-063-01,1,3,2,31,T,0,N
19526,22,113,1-22-2020-113-09,9,2,1,2,T,0,N
19352,26,143,1-26-2020-143-09,9,6,1,2,T,0,N
19384,21,125,1-21-2020-125-05,5,2,1,15,T,0,N
19395,73,86,1-73-2020-086-03,3,1,1,14,T,0,N
19413,48,61,1-48-2020-061-06,6,2,1,4,T,0,0
19430,13,98,1-13-2020-098-02,2,3,1,3,T,0,N
19437,32,156,1-32-2020-156-07,7,2,1,3,T,0,N
19247,16,112,1-16-2020-112-06,6,2,2,3,T,0,N
19254,59,54,1-59-2020-054-05,5,2,1,4,T,0,N
19264,13,95,1-13-2020-095-03,3,4,1,4,T,0,N
19294,32,148,1-32-2020-148-03,3,3,2,14,T,0,N
19312,48,59,1-48-2020-059-03,3,1,1,3,T,0,N
19337,32,150,1-32-2020-150-01,1,3,1,31,T,0,N
19162,32,142,1-32-2020-142-01,1,8,1,15,T,0,N
19162,32,142,1-32-2020-142-01,1,7,1,15,T,0,0
19169,13,92,1-13-2020-092-05,5,2,1,2,T,0,N
19201,29,139,1-29-2020-139-09,9,2,1,14,T,0,0
19228,11,74,1-11-2020-074-02,2,2,1,3,T,0,N
19232,52,153,1-52-2020-153-05,5,6,1,4,T,0,N
16765,22,20,1-22-2020-020-09,9,2,1,30,T,0,N
16767,33,14,1-33-2020-014-04,4,2,1,3,T,0,N
16818,52,41,1-52-2020-041-02,2,1,1,31,F,0,0
16822,28,18,1-28-2020-018-03,3,1,1,30,F,68,F
16822,28,18,1-28-2020-018-03,3,3,1,30,F,68,U
16824,32,35,1-32-2020-035-03,3,1,1,4,F,15,B
16825,32,36,1-32-2020-036-07,7,1,3,3,F,5,B
16825,32,36,1-32-2020-036-07,7,2,2,5,F,5,B
16827,32,38,1-32-2020-038-03,3,1,1,4,F,14,B
16828,76,23,1-76-2020-023-10,10,1,1,31,B,30,F
16828,76,23,1-76-2020-023-10,10,2,2,30,F,0,0
16831,66,18,1-66-2020-018-01,1,1,1,4,F,31,F
16834,25,23,1-25-2020-023-03,3,1,1,3,F,14,B
16835,48,17,1-48-2020-017-10,10,1,1,2,F,0,0
16838,23,9,1-23-2020-009-02,2,2,2,21,B,68,F
16838,23,9,1-23-2020-009-02,2,4,1,3,B,0,0
16838,23,9,1-23-2020-009-02,2,5,2,21,F,0,0
16839,31,19,1-31-2020-019-03,3,1,1,4,F,0,0
16841,19,36,1-19-2020-036-06,6,1,1,1,F,15,B
16842,19,37,1-19-2020-037-06,6,1,1,3,B,2,F
16844,20,16,1-20-2020-016-04,4,1,2,4,F,4,R
16845,20,17,1-20-2020-017-05,5,1,1,2,F,0,0
16845,20,17,1-20-2020-017-05,5,2,1,2,F,0,0
16848,15,21,1-15-2020-021-03,3,1,1,3,F,3,R
16850,18,16,1-18-2020-016-04,4,1,1,20,F,0,0
16852,29,39,1-29-2020-039-07,7,1,1,14,F,14,B
16853,29,40,1-29-2020-040-03,3,1,1,2,F,21,B
16855,26,38,1-26-2020-038-03,3,1,1,15,F,3,B
16856,26,39,1-26-2020-039-03,3,1,1,14,B,1,F
16859,30,24,1-30-2020-024-06,6,1,1,31,F,4,B
16859,30,24,1-30-2020-024-06,6,2,2,4,F,3,B
16864,22,24,1-22-2020-024-09,9,1,1,14,F,15,R
16867,33,19,1-33-2020-019-04,4,1,1,3,F,30,F
19753,52,177,1-52-2020-177-06,6,5,1,14,F,0,0
19753,52,177,1-52-2020-177-06,6,2,1,14,F,0,0
19753,52,177,1-52-2020-177-06,6,3,1,14,F,0,0
19753,52,177,1-52-2020-177-06,6,1,1,14,F,3,F
19753,52,177,1-52-2020-177-06,6,4,1,14,F,0,0
19755,52,179,1-52-2020-179-07,7,3,2,15,F,0,0
19756,25,125,1-25-2020-125-09,9,2,1,2,F,0,0
19761,32,167,1-32-2020-167-02,2,1,1,15,F,4,B
19761,32,167,1-32-2020-167-02,2,3,1,15,F,0,0
19762,32,168,1-32-2020-168-02,2,1,1,15,F,0,0
19762,32,168,1-32-2020-168-02,2,3,2,5,F,0,0
19765,31,77,1-31-2020-077-04,4,1,1,3,F,0,0
19766,31,78,1-31-2020-078-03,3,1,1,2,F,0,0
19767,13,106,1-13-2020-106-03,3,1,1,4,F,3,L
19768,13,107,1-13-2020-107-03,3,1,1,14,F,14,B
19768,13,107,1-13-2020-107-03,3,2,2,14,F,4,B
19770,23,61,1-23-2020-061-04,4,1,1,14,F,0,0
19772,27,87,1-27-2020-087-09,9,1,1,14,F,0,0
19772,27,87,1-27-2020-087-09,9,2,1,14,F,0,0
19773,33,71,1-33-2020-071-03,3,1,1,2,F,0,0
19775,19,166,1-19-2020-166-08,8,1,1,2,F,0,0
19776,19,167,1-19-2020-167-04,4,1,1,3,F,15,F
19778,19,169,1-19-2020-169-03,3,1,1,3,F,0,0
19779,20,83,1-20-2020-083-02,2,1,1,4,F,0,0
19779,20,83,1-20-2020-083-02,2,3,1,4,F,0,0
19779,20,83,1-20-2020-083-02,2,4,1,4,F,0,0
19782,15,114,1-15-2020-114-09,9,1,1,21,F,14,B
19785,26,154,1-26-2020-154-03,3,1,1,14,F,0,0
19785,26,154,1-26-2020-154-03,3,2,1,14,F,0,0
19788,29,163,1-29-2020-163-01,1,1,1,5,F,0,0
19788,29,163,1-29-2020-163-01,1,2,1,5,F,0,0
16769,33,16,1-33-2020-016-08,8,3,3,14,T,0,N
19132,54,31,1-54-2020-031-06,6,2,1,2,T,0,0
19138,48,56,1-48-2020-056-08,8,1,1,2,T,0,N
19157,25,105,1-25-2020-105-08,8,2,1,31,T,0,N
16641,73,14,1-73-2020-014-03,3,1,1,2,T,0,N
16642,73,15,1-73-2020-015-03,3,17,1,31,T,0,N
16646,27,14,1-27-2020-014-09,9,2,1,3,T,0,N
16693,77,25,1-77-2020-025-02,2,2,1,3,T,0,N
16699,10,37,1-10-2020-037-02,2,3,2,2,T,0,N
16718,59,4,1-59-2020-004-08,8,2,1,3,T,0,N
16584,22,16,1-22-2020-016-07,7,4,1,30,T,0,N
16602,77,24,1-77-2020-024-06,6,3,1,2,T,0,N
16604,17,23,1-17-2020-023-06,6,1,1,4,T,0,N
16610,10,32,1-10-2020-032-03,3,3,2,4,T,0,0
16618,11,12,1-11-2020-012-02,2,2,1,15,T,0,N
16623,24,30,1-24-2020-030-05,5,5,2,3,T,0,0
17664,21,60,1-21-2020-060-01,1,3,1,3,T,0,N
17665,21,61,1-21-2020-061-01,1,2,1,31,T,0,N
17668,26,75,1-26-2020-075-03,3,2,1,14,T,0,N
16556,19,26,1-19-2020-026-10,10,2,1,3,T,0,N
16559,30,18,1-30-2020-018-01,1,4,1,31,T,0,N
16573,26,24,1-26-2020-024-02,2,1,1,4,T,0,N
17562,66,30,1-66-2020-030-08,8,2,1,4,T,0,N
17582,20,33,1-20-2020-033-01,1,1,1,4,T,0,N
17629,17,70,1-17-2020-070-03,3,2,2,14,T,0,N
17646,28,36,1-28-2020-036-09,9,1,1,14,T,0,N
17663,21,59,1-21-2020-059-03,3,2,1,2,T,0,N
17664,21,60,1-21-2020-060-01,1,2,2,2,T,0,N
17458,25,44,1-25-2020-044-06,6,6,1,3,T,0,N
17482,21,54,1-21-2020-054-06,6,1,1,14,T,0,N
17489,33,38,1-33-2020-038-06,6,2,1,2,T,0,N
17511,20,30,1-20-2020-030-08,8,1,1,14,T,0,N
17521,77,45,1-77-2020-045-05,5,2,1,3,T,0,0
17528,52,74,1-52-2020-074-09,9,3,1,3,T,0,0
19704,15,111,1-15-2020-111-09,9,1,1,1,F,14,B
19709,18,80,1-18-2020-080-07,7,1,1,14,F,0,0
19712,21,137,1-21-2020-137-01,1,1,1,3,F,50,F
19713,21,138,1-21-2020-138-03,3,1,1,3,F,68,B
19715,24,170,1-24-2020-170-03,3,1,1,4,F,14,B
19716,11,86,1-11-2020-086-06,6,1,1,3,F,4,R
19718,30,146,1-30-2020-146-02,2,1,1,3,F,2,F
19721,20,82,1-20-2020-082-03,3,1,1,31,F,4,F
19724,76,86,1-76-2020-086-10,10,1,1,4,F,0,0
19724,76,86,1-76-2020-086-10,10,3,1,4,F,0,0
19724,76,86,1-76-2020-086-10,10,4,1,4,F,0,0
19725,77,98,1-77-2020-098-03,3,1,1,3,F,0,0
19726,27,85,1-27-2020-085-08,8,3,1,3,F,0,0
19726,27,85,1-27-2020-085-08,8,2,1,3,F,0,0
19726,27,85,1-27-2020-085-08,8,6,1,3,F,0,0
19727,30,148,1-30-2020-148-02,2,1,1,3,F,15,B
19733,77,99,1-77-2020-099-02,2,6,2,31,B,14,F
19733,77,99,1-77-2020-099-02,2,7,1,4,F,0,0
19733,77,99,1-77-2020-099-02,2,8,1,4,F,0,0
19733,77,99,1-77-2020-099-02,2,5,1,4,F,0,0
19733,77,99,1-77-2020-099-02,2,1,1,4,F,31,R
19733,77,99,1-77-2020-099-02,2,2,1,4,F,0,0
19733,77,99,1-77-2020-099-02,2,3,1,4,F,0,0
19733,77,99,1-77-2020-099-02,2,4,1,4,F,0,0
19738,14,83,1-14-2020-083-03,3,1,1,15,F,3,L
19739,14,84,1-14-2020-084-03,3,1,1,15,F,15,F
19741,17,118,1-17-2020-118-06,6,1,1,4,F,31,F
19742,11,87,1-11-2020-087-06,6,1,1,16,F,14,F
19742,11,87,1-11-2020-087-06,6,2,2,14,F,0,0
19744,24,171,1-24-2020-171-10,10,1,1,21,F,50,B
17620,10,75,1-10-2020-075-06,6,2,1,3,B,14,L
17621,10,76,1-10-2020-076-08,8,1,1,4,F,0,0
17622,10,77,1-10-2020-077-09,9,2,1,4,F,0,0
17623,10,78,1-10-2020-078-03,3,2,2,14,F,0,0
17624,54,13,1-54-2020-013-04,4,1,1,20,F,3,L
17625,12,38,1-12-2020-038-06,6,1,1,4,F,3,B
17629,17,70,1-17-2020-070-03,3,1,1,14,F,14,R
17631,11,36,1-11-2020-036-02,2,1,1,31,F,31,F
17637,24,72,1-24-2020-072-09,9,1,1,20,F,30,R
17638,24,73,1-24-2020-073-09,9,1,1,3,F,0,0
17643,48,35,1-48-2020-035-03,3,1,1,14,F,0,0
17643,48,35,1-48-2020-035-03,3,2,1,14,F,0,0
17644,48,36,1-48-2020-036-10,10,1,1,4,F,31,L
17645,77,49,1-77-2020-049-06,6,1,1,14,F,0,0
17647,28,37,1-28-2020-037-04,4,1,1,14,F,0,0
17649,32,72,1-32-2020-072-05,5,1,1,4,F,5,R
17649,32,72,1-32-2020-072-05,5,2,1,4,B,68,L
17651,32,74,1-32-2020-074-08,8,1,1,31,F,0,0
17652,59,23,1-59-2020-023-01,1,1,1,3,F,0,0
17658,73,38,1-73-2020-038-03,3,1,1,31,F,31,F
17663,21,59,1-21-2020-059-03,3,1,1,2,F,0,0
17664,21,60,1-21-2020-060-01,1,1,1,3,F,2,B
17665,21,61,1-21-2020-061-01,1,1,1,31,F,0,0
17666,21,62,1-21-2020-062-05,5,1,1,3,F,68,B
17667,26,74,1-26-2020-074-03,3,1,1,3,F,3,B
17668,26,75,1-26-2020-075-03,3,1,1,14,F,0,0
17669,26,76,1-26-2020-076-07,7,1,1,14,F,0,0
16527,16,18,1-16-2020-018-05,5,1,1,3,F,14,F
16529,28,12,1-28-2020-012-03,3,1,1,31,F,14,B
16533,52,28,1-52-2020-028-10,10,1,1,31,F,14,B
16533,52,28,1-52-2020-028-10,10,2,2,14,F,14,B
17824,24,79,1-24-2020-079-03,3,2,1,3,T,0,N
17849,32,82,1-32-2020-082-08,8,2,1,3,T,0,N
17870,33,50,1-33-2020-050-01,1,2,1,15,T,0,N
17874,31,37,1-31-2020-037-09,9,2,1,14,T,0,N
17884,12,46,1-12-2020-046-09,9,2,1,31,T,0,N
17900,31,38,1-31-2020-038-04,4,3,1,4,T,0,0
17770,26,78,1-26-2020-078-09,9,2,2,14,T,0,N
17774,19,75,1-19-2020-075-04,4,2,1,28,T,0,0
17781,29,79,1-29-2020-079-03,3,3,2,14,T,0,N
17793,22,51,1-22-2020-051-03,3,1,1,4,T,0,N
17800,20,36,1-20-2020-036-01,1,2,1,31,T,0,N
17815,14,40,1-14-2020-040-01,1,3,1,4,T,0,0
18141,31,43,1-31-2020-043-08,8,2,1,4,T,0,N
17691,22,47,1-22-2020-047-09,9,2,1,4,T,0,N
17695,15,43,1-15-2020-043-03,3,2,1,14,T,0,N
17709,52,81,1-52-2020-081-09,9,2,1,2,T,0,N
17726,17,72,1-17-2020-072-08,8,2,1,3,T,0,N
17737,52,84,1-52-2020-084-10,10,3,2,30,T,0,N
18076,18,41,1-18-2020-041-09,9,2,1,4,T,0,0
18080,16,67,1-16-2020-067-03,3,2,2,14,T,0,N
18084,21,77,1-21-2020-077-02,2,1,1,31,T,0,N
17205,21,42,1-21-2020-042-07,7,1,1,4,F,0,0
17207,25,33,1-25-2020-033-05,5,1,1,3,F,3,F
17208,25,34,1-25-2020-034-05,5,1,1,14,F,0,0
17211,73,29,1-73-2020-029-10,10,1,1,5,F,0,0
17214,29,56,1-29-2020-056-03,3,1,1,4,B,14,L
17216,26,54,1-26-2020-054-09,9,1,1,3,F,0,0
17217,26,55,1-26-2020-055-03,3,1,1,4,F,3,B
17217,26,55,1-26-2020-055-03,3,2,1,4,B,0,0
17217,26,55,1-26-2020-055-03,3,3,2,3,F,0,0
17219,26,57,1-26-2020-057-05,5,1,1,14,F,0,0
17220,20,24,1-20-2020-024-02,2,1,1,14,F,0,0
17220,20,24,1-20-2020-024-02,2,2,1,14,F,0,0
17222,33,29,1-33-2020-029-01,1,1,1,14,F,4,F
17223,33,30,1-33-2020-030-03,3,1,1,3,F,3,B
17226,22,35,1-22-2020-035-04,4,1,1,30,B,14,R
17227,22,36,1-22-2020-036-09,9,1,1,3,F,0,0
15939,14,1,1-14-2020-001-04,4,1,1,14,F,31,B
15939,14,1,1-14-2020-001-04,4,2,2,31,F,4,B
15942,77,1,1-77-2020-001-04,4,1,1,14,F,4,F
15960,12,1,1-12-2020-001-06,6,1,1,15,F,0,0
15966,19,1,1-19-2020-001-06,6,1,1,3,F,0,0
15983,18,1,1-18-2020-001-04,4,1,1,5,F,0,0
15986,17,1,1-17-2020-001-02,2,2,1,14,B,0,0
15991,21,1,1-21-2020-001-09,9,1,1,5,F,0,0
15991,21,1,1-21-2020-001-09,9,2,1,5,F,0,0
15999,32,1,1-32-2020-001-04,4,1,1,20,F,0,0
16001,26,2,1-26-2020-002-03,3,2,1,3,F,0,0
16012,12,2,1-12-2020-002-07,7,1,1,3,F,0,0
16012,12,2,1-12-2020-002-07,7,2,1,3,F,0,0
16015,17,2,1-17-2020-002-02,2,1,1,14,B,4,F
16019,77,2,1-77-2020-002-02,2,1,1,3,F,0,0
16241,17,9,1-17-2020-009-03,3,1,1,14,F,0,0
16243,12,8,1-12-2020-008-03,3,2,2,4,F,0,0
16244,12,9,1-12-2020-009-07,7,2,1,2,F,0,0
16248,77,13,1-77-2020-013-05,5,1,1,4,F,15,B
16249,11,4,1-11-2020-004-08,8,1,1,31,F,21,F
16249,11,4,1-11-2020-004-08,8,2,1,31,F,20,B
16250,11,5,1-11-2020-005-04,4,1,1,3,F,14,B
16250,11,5,1-11-2020-005-04,4,2,2,14,F,68,B
16251,66,4,1-66-2020-004-07,7,1,1,14,F,4,F
16252,66,5,1-66-2020-005-09,9,1,1,31,F,4,R
16253,24,10,1-24-2020-010-02,2,1,1,14,F,21,F
16254,24,11,1-24-2020-011-03,3,1,1,14,F,5,R
16257,59,2,1-59-2020-002-03,3,1,1,4,F,31,L
16261,10,12,1-10-2020-012-02,2,1,1,4,F,0,0
16264,48,4,1-48-2020-004-10,10,1,1,3,F,0,0
16266,52,9,1-52-2020-009-03,3,1,1,14,F,15,R
16266,52,9,1-52-2020-009-03,3,2,2,15,F,3,R
16267,52,10,1-52-2020-010-04,4,1,1,20,F,15,L
16269,52,12,1-52-2020-012-03,3,1,1,14,F,15,L
16269,52,12,1-52-2020-012-03,3,4,2,15,F,0,0
16269,52,12,1-52-2020-012-03,3,5,2,15,F,0,0
16270,23,3,1-23-2020-003-01,1,1,1,14,F,0,0
16270,23,3,1-23-2020-003-01,1,2,1,14,F,0,0
16272,32,10,1-32-2020-010-06,6,1,1,4,F,16,R
16272,32,10,1-32-2020-010-06,6,3,2,16,F,14,F
16273,32,11,1-32-2020-011-02,2,1,1,15,F,0,0
16273,32,11,1-32-2020-011-02,2,2,1,15,F,0,0
16274,32,12,1-32-2020-012-02,2,2,1,14,F,0,0
16274,32,12,1-32-2020-012-02,2,1,1,14,F,21,B
16278,27,5,1-27-2020-005-06,6,1,1,3,F,0,0
16787,77,27,1-77-2020-027-08,8,1,1,14,F,31,B
18093,26,92,1-26-2020-092-02,2,2,1,3,T,0,N
18093,26,92,1-26-2020-092-02,2,3,1,3,T,0,0
18105,14,46,1-14-2020-046-04,4,3,1,3,T,0,N
18000,21,71,1-21-2020-071-09,9,1,1,20,T,0,N
18032,11,42,1-11-2020-042-01,1,2,1,3,T,0,0
18032,11,42,1-11-2020-042-01,1,3,1,3,T,0,0
18035,24,88,1-24-2020-088-06,6,3,1,14,T,0,N
18070,33,57,1-33-2020-057-06,6,2,2,1,T,0,N
18076,18,41,1-18-2020-041-09,9,1,1,4,T,0,N
18392,17,88,1-17-2020-088-03,3,2,1,14,T,0,N
17949,66,42,1-66-2020-042-04,4,2,1,3,T,0,N
17963,11,41,1-11-2020-041-08,8,3,1,3,T,0,0
17973,19,84,1-19-2020-084-01,1,2,1,4,T,0,N
17992,33,54,1-33-2020-054-06,6,2,1,4,T,0,N
17997,30,68,1-30-2020-068-08,8,1,1,14,T,0,N
18364,22,71,1-22-2020-071-08,8,2,1,31,T,0,N
18371,20,51,1-20-2020-051-05,5,4,1,14,T,0,0
18385,14,51,1-14-2020-051-03,3,5,1,3,T,0,N
18387,10,107,1-10-2020-107-01,1,5,1,3,T,0,N
18387,10,107,1-10-2020-107-01,1,4,2,4,T,0,N
18390,77,66,1-77-2020-066-08,8,1,1,4,T,0,0
18253,18,47,1-18-2020-047-08,8,1,1,1,T,0,N
18304,24,100,1-24-2020-100-02,2,5,1,3,T,0,0
18304,24,100,1-24-2020-100-02,2,4,1,3,T,0,N
18330,32,102,1-32-2020-102-08,8,5,1,5,T,0,N
18335,13,68,1-13-2020-068-03,3,4,1,15,T,0,N
18358,21,86,1-21-2020-086-01,1,2,1,2,T,0,N
18165,22,64,1-22-2020-064-10,10,2,1,30,T,0,0
18167,22,66,1-22-2020-066-10,10,1,1,30,T,0,N
18167,22,66,1-22-2020-066-10,10,2,1,30,T,0,0
18186,52,103,1-52-2020-103-06,6,6,1,3,T,0,0
18221,28,48,1-28-2020-048-06,6,5,1,14,T,0,N
18241,73,52,1-73-2020-052-06,6,6,1,2,T,0,N
16206,29,10,1-29-2020-010-06,6,2,1,30,T,0,N
16241,17,9,1-17-2020-009-03,3,2,1,14,T,0,N
16243,12,8,1-12-2020-008-03,3,3,2,4,T,0,N
16244,12,9,1-12-2020-009-07,7,4,1,2,T,0,0
16257,59,2,1-59-2020-002-03,3,3,2,31,T,0,0
16258,28,5,1-28-2020-005-04,4,3,1,15,T,0,0
16126,21,4,1-21-2020-004-06,6,1,1,3,T,0,N
16164,28,4,1-28-2020-004-07,7,2,1,14,T,0,N
16178,32,5,1-32-2020-005-03,3,4,1,4,T,0,N
16180,32,7,1-32-2020-007-05,5,1,1,4,T,0,N
16200,26,9,1-26-2020-009-06,6,3,1,2,T,0,0
16206,29,10,1-29-2020-010-06,6,3,2,3,T,0,N
17219,26,57,1-26-2020-057-05,5,2,1,14,T,0,N
17220,20,24,1-20-2020-024-02,2,3,1,14,T,0,N
17222,33,29,1-33-2020-029-01,1,3,2,4,T,0,N
16046,27,1,1-27-2020-001-08,8,3,1,2,T,0,0
16111,19,6,1-19-2020-006-03,3,2,1,14,T,0,N
16125,23,1,1-23-2020-001-09,9,1,1,30,T,0,N
17137,33,28,1-33-2020-028-01,1,1,1,30,T,0,N
17164,77,37,1-77-2020-037-08,8,1,1,14,T,0,N
17165,77,38,1-77-2020-038-09,9,3,1,3,T,0,N
17171,17,49,1-17-2020-049-06,6,2,1,3,T,0,0
17185,48,24,1-48-2020-024-08,8,2,1,3,T,0,N
17202,21,39,1-21-2020-039-03,3,2,1,4,T,0,N
17093,28,24,1-28-2020-024-03,3,3,1,3,T,0,N
17103,48,23,1-48-2020-023-09,9,2,1,2,T,0,0
17103,48,23,1-48-2020-023-09,9,1,1,2,T,0,N
17123,21,37,1-21-2020-037-01,1,2,1,3,T,0,N
17124,21,38,1-21-2020-038-02,2,1,1,21,T,0,N
17137,33,28,1-33-2020-028-01,1,3,1,30,T,0,0
17123,21,37,1-21-2020-037-01,1,3,1,3,U,0,0
17123,21,37,1-21-2020-037-01,1,4,1,3,U,0,0
17136,33,27,1-33-2020-027-01,1,4,1,30,U,0,0
17162,10,57,1-10-2020-057-10,10,3,1,20,U,0,0
17210,73,28,1-73-2020-028-07,7,1,1,15,U,0,0
17219,26,57,1-26-2020-057-05,5,3,1,14,U,0,0
18231,66,48,1-66-2020-048-10,10,1,1,31,U,0,0
18148,19,91,1-19-2020-091-09,9,2,1,4,U,0,0
18300,17,86,1-17-2020-086-02,2,4,1,4,U,0,0
18692,29,115,1-29-2020-115-04,4,2,1,14,U,0,0
16651,31,15,1-31-2020-015-07,7,1,1,14,U,0,0
16654,66,14,1-66-2020-014-01,1,4,1,3,U,0,0
16694,77,26,1-77-2020-026-02,2,2,1,4,U,0,0
17630,11,35,1-11-2020-035-06,6,3,1,4,U,0,0
17779,27,40,1-27-2020-040-07,7,1,1,14,U,0,0
17862,21,68,1-21-2020-068-05,5,1,1,4,U,0,0
19405,10,157,1-10-2020-157-02,2,3,1,5,U,0,0
19863,29,165,1-29-2020-165-07,7,2,1,14,U,0,0
19929,18,88,1-18-2020-088-03,3,2,1,14,U,0,0
16162,48,3,1-48-2020-003-07,7,2,1,2,U,0,0
16932,21,31,1-21-2020-031-01,1,1,1,5,U,0,0
20089,66,87,1-66-2020-087-06,6,2,1,3,U,0,0
18641,54,27,1-54-2020-027-08,8,2,1,14,U,0,0
18930,17,97,1-17-2020-097-10,10,1,1,14,U,0,0
16867,33,19,1-33-2020-019-04,4,2,1,3,F,30,L
16868,21,27,1-21-2020-027-08,8,1,1,31,F,4,L
16871,21,30,1-21-2020-030-02,2,1,1,3,F,14,F
16873,13,22,1-13-2020-022-01,1,1,1,4,F,0,0
16874,13,23,1-13-2020-023-06,6,1,1,3,F,3,B
16874,13,23,1-13-2020-023-06,6,2,2,3,F,4,B
16884,77,32,1-77-2020-032-03,3,1,1,2,F,14,R
16887,54,5,1-54-2020-005-01,1,1,1,3,F,0,0
16890,17,38,1-17-2020-038-06,6,1,1,30,F,3,B
16890,17,38,1-17-2020-038-06,6,2,3,30,F,0,0
16891,17,39,1-17-2020-039-10,10,1,1,5,F,0,0
16893,12,21,1-12-2020-021-07,7,1,1,2,F,5,F
16895,11,19,1-11-2020-019-01,1,1,1,14,F,4,F
16896,11,20,1-11-2020-020-07,7,1,1,4,F,0,0
16897,24,39,1-24-2020-039-06,6,1,1,15,F,0,0
16898,24,40,1-24-2020-040-02,2,1,1,3,F,0,0
